orderId,customerId,orderDate,totalAmount,status
O-001011,C-00547,2025-06-28,744000,SUCCESS
O-001012,C-01111,2025-06-20,4192000,SUCCESS
O-001013,C-01749,2025-06-20,614000,SUCCESS
O-001014,C-01950,2025-06-24,2087000,SUCCESS
O-001015,C-00321,2025-06-12,4209000,SUCCESS
O-001016,C-01972,2025-06-24,4141000,SUCCESS
O-001017,C-01622,2025-06-23,3611000,SUCCESS
O-001018,C-01118,2025-06-22,4937000,SUCCESS
O-001019,C-00197,2025-06-08,4875000,SUCCESS
O-001020,C-00940,2025-06-03,264000,SUCCESS
O-001021,C-01867,2025-06-24,4544000,SUCCESS
O-001022,C-01555,2025-06-25,1006000,SUCCESS
O-001023,C-01738,2025-06-17,3671000,SUCCESS
O-001024,C-01779,2025-06-08,3795000,SUCCESS
O-001025,C-00383,2025-06-25,2053000,SUCCESS
O-001026,C-01469,2025-06-30,1199000,SUCCESS
O-001027,C-00126,2025-06-23,2882000,SUCCESS
O-001028,C-01174,2025-06-22,1251000,SUCCESS
O-001029,C-01111,2025-06-10,4722000,SUCCESS
O-001030,C-00171,2025-06-06,3519000,FAILED
O-001031,C-00885,2025-06-03,2752000,SUCCESS
O-001032,C-00146,2025-06-11,4717000,SUCCESS
O-001033,C-01929,2025-06-21,4630000,FAILED
O-001034,C-01702,2025-06-05,2375000,SUCCESS
O-001035,C-00373,2025-06-20,360000,SUCCESS
O-001036,C-01333,2025-06-16,236000,SUCCESS
O-001037,C-01699,2025-06-22,1408000,SUCCESS
O-001038,C-01523,2025-06-06,4607000,SUCCESS
O-001039,C-01000,2025-06-24,1649000,SUCCESS
O-001040,C-00493,2025-06-29,3490000,SUCCESS
O-001041,C-00564,2025-06-10,4649000,SUCCESS
O-001042,C-01094,2025-06-04,3572000,SUCCESS
O-001043,C-00361,2025-06-19,2290000,FAILED
O-001044,C-00096,2025-06-07,326000,SUCCESS
O-001045,C-01077,2025-06-22,3656000,SUCCESS
O-001046,C-00192,2025-06-12,1857000,SUCCESS
O-001047,C-01816,2025-06-12,4096000,SUCCESS
O-001048,C-00114,2025-06-20,3225000,SUCCESS
O-001049,C-01582,2025-06-20,474000,SUCCESS
O-001050,C-00089,2025-06-15,3119000,SUCCESS
O-001051,C-00758,2025-06-28,3031000,SUCCESS
O-001052,C-00793,2025-06-21,3718000,SUCCESS
O-001053,C-00237,2025-06-03,2343000,SUCCESS
O-001054,C-01710,2025-06-26,1799000,FAILED
O-001055,C-01911,2025-06-12,3857000,SUCCESS
O-001056,C-00578,2025-06-11,582000,SUCCESS
O-001057,C-01296,2025-06-20,236000,SUCCESS
O-001058,C-00212,2025-06-16,4292000,SUCCESS
O-001059,C-01570,2025-06-16,2700000,FAILED
O-001060,C-01247,2025-06-20,950000,SUCCESS
O-001061,C-01396,2025-06-03,313000,SUCCESS
O-001062,C-01034,2025-06-05,559000,SUCCESS
O-001063,C-01467,2025-06-21,1132000,SUCCESS
O-001064,C-00086,2025-06-21,3252000,FAILED
O-001065,C-00225,2025-06-08,3007000,SUCCESS
O-001066,C-01477,2025-06-06,2341000,SUCCESS
O-001067,C-01151,2025-06-20,3514000,SUCCESS
O-001068,C-01944,2025-06-29,2388000,SUCCESS
O-001069,C-00119,2025-06-08,4014000,SUCCESS
O-001070,C-01679,2025-06-02,3603000,SUCCESS
O-001071,C-01563,2025-06-12,4224000,FAILED
O-001072,C-01641,2025-06-06,3666000,SUCCESS
O-001073,C-00603,2025-06-16,1631000,SUCCESS
O-001074,C-00678,2025-06-11,1398000,SUCCESS
O-001075,C-00893,2025-06-04,1659000,SUCCESS
O-001076,C-01582,2025-06-14,1133000,SUCCESS
O-001077,C-00034,2025-06-27,4398000,SUCCESS
O-001078,C-01481,2025-06-01,992000,SUCCESS
O-001079,C-01175,2025-06-12,144000,SUCCESS
O-001080,C-00323,2025-06-02,4394000,SUCCESS
O-001081,C-00655,2025-06-07,3549000,SUCCESS
O-001082,C-00647,2025-06-29,3863000,SUCCESS
O-001083,C-01559,2025-06-23,1023000,SUCCESS
O-001084,C-00911,2025-06-12,3670000,SUCCESS
O-001085,C-00158,2025-06-23,3986000,SUCCESS
O-001086,C-00803,2025-06-17,4946000,SUCCESS
O-001087,C-01571,2025-06-12,4633000,SUCCESS
O-001088,C-01955,2025-06-08,1370000,SUCCESS
O-001089,C-00795,2025-06-14,4690000,SUCCESS
O-001090,C-00326,2025-06-20,4806000,SUCCESS
O-001091,C-00383,2025-06-14,1797000,SUCCESS
O-001092,C-00332,2025-06-28,1958000,SUCCESS
O-001093,C-00224,2025-06-07,2343000,SUCCESS
O-001094,C-01884,2025-06-29,2315000,SUCCESS
O-001095,C-00973,2025-06-11,3186000,SUCCESS
O-001096,C-00552,2025-06-28,741000,SUCCESS
O-001097,C-00893,2025-06-25,4820000,SUCCESS
O-001098,C-00524,2025-06-13,745000,SUCCESS
O-001099,C-00681,2025-06-24,4800000,SUCCESS
O-001100,C-01759,2025-06-19,695000,SUCCESS
O-001101,C-00791,2025-06-18,2922000,SUCCESS
O-001102,C-01252,2025-06-10,4550000,FAILED
O-001103,C-00791,2025-06-02,4570000,SUCCESS
O-001104,C-00673,2025-06-28,3104000,SUCCESS
O-001105,C-00773,2025-06-14,1192000,SUCCESS
O-001106,C-01685,2025-06-06,463000,SUCCESS
O-001107,C-00548,2025-06-03,184000,FAILED
O-001108,C-01328,2025-06-14,3023000,SUCCESS
O-001109,C-01163,2025-06-13,2615000,SUCCESS
O-001110,C-00835,2025-06-14,1274000,SUCCESS
O-001111,C-00979,2025-06-01,173000,SUCCESS
O-001112,C-00707,2025-06-28,636000,SUCCESS
O-001113,C-00337,2025-06-24,1338000,SUCCESS
O-001114,C-00609,2025-06-22,3683000,FAILED
O-001115,C-01949,2025-06-25,2515000,SUCCESS
O-001116,C-00549,2025-06-18,2092000,SUCCESS
O-001117,C-01539,2025-06-06,594000,SUCCESS
O-001118,C-00040,2025-06-16,4007000,SUCCESS
O-001119,C-00439,2025-06-06,4851000,SUCCESS
O-001120,C-00119,2025-06-04,184000,SUCCESS
O-001121,C-00461,2025-06-11,4805000,SUCCESS
O-001122,C-01699,2025-06-17,534000,SUCCESS
O-001123,C-00628,2025-06-08,617000,SUCCESS
O-001124,C-01449,2025-06-09,424000,SUCCESS
O-001125,C-01811,2025-06-25,4749000,SUCCESS
O-001126,C-01848,2025-06-14,4243000,SUCCESS
O-001127,C-01699,2025-06-21,2118000,FAILED
O-001128,C-01601,2025-06-21,4264000,FAILED
O-001129,C-00502,2025-06-07,3152000,SUCCESS
O-001130,C-00285,2025-06-16,4154000,SUCCESS
O-001131,C-01136,2025-06-23,1224000,SUCCESS
O-001132,C-00197,2025-06-20,3493000,SUCCESS
O-001133,C-00019,2025-06-28,3846000,SUCCESS
O-001134,C-01079,2025-06-27,717000,SUCCESS
O-001135,C-01132,2025-06-07,3783000,SUCCESS
O-001136,C-00753,2025-06-08,1302000,SUCCESS
O-001137,C-01689,2025-06-18,1687000,SUCCESS
O-001138,C-00461,2025-06-09,1497000,SUCCESS
O-001139,C-01738,2025-06-21,971000,SUCCESS
O-001140,C-01845,2025-06-02,3721000,SUCCESS
O-001141,C-00798,2025-06-22,1007000,SUCCESS
O-001142,C-00356,2025-06-18,1492000,SUCCESS
O-001143,C-00505,2025-06-23,559000,SUCCESS
O-001144,C-00382,2025-06-11,2077000,FAILED
O-001145,C-00255,2025-06-02,2287000,SUCCESS
O-001146,C-00222,2025-06-01,459000,SUCCESS
O-001147,C-00239,2025-06-30,4268000,SUCCESS
O-001148,C-01691,2025-06-26,3538000,SUCCESS
O-001149,C-01622,2025-06-25,1467000,SUCCESS
O-001150,C-00780,2025-06-14,974000,SUCCESS
O-001151,C-01897,2025-06-14,2526000,SUCCESS
O-001152,C-00229,2025-06-05,3515000,FAILED
O-001153,C-00983,2025-06-08,764000,SUCCESS
O-001154,C-01002,2025-06-02,3932000,SUCCESS
O-001155,C-01402,2025-06-15,2439000,SUCCESS
O-001156,C-01714,2025-06-15,999000,SUCCESS
O-001157,C-00054,2025-06-08,1356000,SUCCESS
O-001158,C-01365,2025-06-10,4354000,SUCCESS
O-001159,C-01259,2025-06-24,441000,SUCCESS
O-001160,C-01206,2025-06-07,4302000,SUCCESS
O-001161,C-01017,2025-06-20,2409000,SUCCESS
O-001162,C-00540,2025-06-29,4193000,SUCCESS
O-001163,C-00615,2025-06-24,2780000,SUCCESS
O-001164,C-00235,2025-06-16,2087000,SUCCESS
O-001165,C-01465,2025-06-19,1629000,SUCCESS
O-001166,C-00983,2025-06-04,2035000,SUCCESS
O-001167,C-01771,2025-06-20,1412000,FAILED
O-001168,C-00003,2025-06-13,1343000,SUCCESS
O-001169,C-01649,2025-06-04,2455000,SUCCESS
O-001170,C-01220,2025-06-17,1324000,SUCCESS
O-001171,C-01923,2025-06-10,3719000,SUCCESS
O-001172,C-01920,2025-06-06,1066000,SUCCESS
O-001173,C-01153,2025-06-07,1829000,SUCCESS
O-001174,C-00735,2025-06-12,3989000,SUCCESS
O-001175,C-01384,2025-06-22,3318000,SUCCESS
O-001176,C-00058,2025-06-25,3171000,SUCCESS
O-001177,C-01997,2025-06-01,512000,SUCCESS
O-001178,C-01714,2025-06-25,3105000,SUCCESS
O-001179,C-01028,2025-06-09,1713000,SUCCESS
O-001180,C-00204,2025-06-21,3117000,FAILED
O-001181,C-00493,2025-06-22,1953000,SUCCESS
O-001182,C-01188,2025-06-21,410000,SUCCESS
O-001183,C-01403,2025-06-07,4197000,SUCCESS
O-001184,C-00995,2025-06-08,418000,SUCCESS
O-001185,C-00634,2025-06-03,225000,SUCCESS
O-001186,C-00942,2025-06-04,3303000,SUCCESS
O-001187,C-01322,2025-06-17,2528000,SUCCESS
O-001188,C-00342,2025-06-29,4140000,SUCCESS
O-001189,C-01836,2025-06-10,1655000,SUCCESS
O-001190,C-00255,2025-06-07,2191000,SUCCESS
O-001191,C-01481,2025-06-13,2969000,SUCCESS
O-001192,C-01932,2025-06-03,3586000,SUCCESS
O-001193,C-01612,2025-06-21,3770000,SUCCESS
O-001194,C-00704,2025-06-10,3749000,SUCCESS
O-001195,C-01273,2025-06-15,1180000,SUCCESS
O-001196,C-01441,2025-06-13,2759000,SUCCESS
O-001197,C-00321,2025-06-30,3460000,SUCCESS
O-001198,C-01681,2025-06-28,798000,SUCCESS
O-001199,C-00429,2025-06-02,1304000,FAILED
O-001200,C-01974,2025-06-25,4729000,SUCCESS
O-001201,C-01728,2025-06-09,3211000,SUCCESS
O-001202,C-01368,2025-06-15,3797000,SUCCESS
O-001203,C-00089,2025-06-26,3509000,SUCCESS
O-001204,C-00903,2025-06-21,2199000,SUCCESS
O-001205,C-00736,2025-06-21,636000,FAILED
O-001206,C-01887,2025-06-06,4069000,SUCCESS
O-001207,C-00703,2025-06-07,230000,SUCCESS
O-001208,C-01271,2025-06-03,4670000,FAILED
O-001209,C-00827,2025-06-14,199000,SUCCESS
O-001210,C-01863,2025-06-25,322000,SUCCESS
O-001211,C-00591,2025-06-23,3549000,SUCCESS
O-001212,C-00056,2025-06-30,2782000,SUCCESS
O-001213,C-01079,2025-06-26,1099000,SUCCESS
O-001214,C-00290,2025-06-24,202000,SUCCESS
O-001215,C-01552,2025-06-17,3263000,SUCCESS
O-001216,C-00636,2025-06-13,4852000,SUCCESS
O-001217,C-00439,2025-06-03,458000,FAILED
O-001218,C-00998,2025-06-16,2248000,SUCCESS
O-001219,C-01790,2025-06-13,3982000,SUCCESS
O-001220,C-01416,2025-06-15,2408000,SUCCESS
O-001221,C-01104,2025-06-30,3272000,SUCCESS
O-001222,C-01413,2025-06-23,2613000,FAILED
O-001223,C-00059,2025-06-16,4829000,SUCCESS
O-001224,C-00380,2025-06-21,2453000,SUCCESS
O-001225,C-00307,2025-06-16,567000,SUCCESS
O-001226,C-01060,2025-06-27,4500000,SUCCESS
O-001227,C-00484,2025-06-08,1068000,SUCCESS
O-001228,C-00994,2025-06-07,1274000,SUCCESS
O-001229,C-00965,2025-06-07,370000,SUCCESS
O-001230,C-01918,2025-06-15,1049000,SUCCESS
O-001231,C-01105,2025-06-09,2282000,SUCCESS
O-001232,C-00797,2025-06-08,4459000,FAILED
O-001233,C-01049,2025-06-19,4206000,SUCCESS
O-001234,C-01025,2025-06-19,211000,SUCCESS
O-001235,C-01024,2025-06-18,1521000,SUCCESS
O-001236,C-01272,2025-06-18,1614000,SUCCESS
O-001237,C-00942,2025-06-12,2798000,SUCCESS
O-001238,C-01230,2025-06-12,1563000,SUCCESS
O-001239,C-01361,2025-06-05,1685000,FAILED
O-001240,C-01850,2025-06-04,2154000,SUCCESS
O-001241,C-01558,2025-06-29,1292000,SUCCESS
O-001242,C-01037,2025-06-18,626000,SUCCESS
O-001243,C-01978,2025-06-20,4727000,SUCCESS
O-001244,C-00459,2025-06-29,513000,SUCCESS
O-001245,C-00222,2025-06-07,2766000,SUCCESS
O-001246,C-01421,2025-06-25,3010000,SUCCESS
O-001247,C-01462,2025-06-02,1661000,FAILED
O-001248,C-00425,2025-06-28,4799000,SUCCESS
O-001249,C-01397,2025-06-30,2060000,SUCCESS
O-001250,C-01149,2025-06-18,3563000,SUCCESS
O-001251,C-00475,2025-06-22,2454000,SUCCESS
O-001252,C-01365,2025-06-07,4175000,SUCCESS
O-001253,C-01039,2025-06-04,2585000,SUCCESS
O-001254,C-00645,2025-06-27,3058000,SUCCESS
O-001255,C-00333,2025-06-11,1166000,SUCCESS
O-001256,C-00601,2025-06-22,3239000,SUCCESS
O-001257,C-00732,2025-06-28,931000,SUCCESS
O-001258,C-00046,2025-06-18,2501000,SUCCESS
O-001259,C-00232,2025-06-04,1378000,SUCCESS
O-001260,C-00126,2025-06-30,4160000,SUCCESS
O-001261,C-02000,2025-06-18,3972000,SUCCESS
O-001262,C-00829,2025-06-01,739000,SUCCESS
O-001263,C-01701,2025-06-21,1926000,SUCCESS
O-001264,C-00315,2025-06-08,3489000,SUCCESS
O-001265,C-00932,2025-06-17,4741000,SUCCESS
O-001266,C-01516,2025-06-20,4748000,SUCCESS
O-001267,C-01984,2025-06-04,1641000,SUCCESS
O-001268,C-01387,2025-06-08,177000,SUCCESS
O-001269,C-01580,2025-06-18,4628000,SUCCESS
O-001270,C-01996,2025-06-02,571000,SUCCESS
O-001271,C-00744,2025-06-20,3515000,SUCCESS
O-001272,C-01930,2025-06-05,4261000,SUCCESS
O-001273,C-00566,2025-06-22,295000,SUCCESS
O-001274,C-01552,2025-06-02,1117000,SUCCESS
O-001275,C-00313,2025-06-20,842000,SUCCESS
O-001276,C-00720,2025-06-14,1121000,SUCCESS
O-001277,C-00271,2025-06-19,4747000,SUCCESS
O-001278,C-00744,2025-06-02,2394000,SUCCESS
O-001279,C-00784,2025-06-03,2475000,SUCCESS
O-001280,C-00139,2025-06-13,966000,SUCCESS
O-001281,C-01706,2025-06-18,541000,SUCCESS
O-001282,C-00665,2025-06-12,1766000,SUCCESS
O-001283,C-00917,2025-06-13,3330000,FAILED
O-001284,C-00811,2025-06-30,951000,SUCCESS
O-001285,C-01019,2025-06-07,3554000,SUCCESS
O-001286,C-01254,2025-06-24,1047000,SUCCESS
O-001287,C-01687,2025-06-14,2536000,SUCCESS
O-001288,C-00782,2025-06-30,4775000,SUCCESS
O-001289,C-00518,2025-06-06,3421000,SUCCESS
O-001290,C-00949,2025-06-26,4883000,SUCCESS
O-001291,C-01043,2025-06-29,4457000,SUCCESS
O-001292,C-01265,2025-06-05,495000,SUCCESS
O-001293,C-01412,2025-06-14,1489000,SUCCESS
O-001294,C-00618,2025-06-15,2151000,SUCCESS
O-001295,C-01982,2025-06-19,2715000,SUCCESS
O-001296,C-01186,2025-06-24,2018000,SUCCESS
O-001297,C-01161,2025-06-06,1369000,SUCCESS
O-001298,C-00124,2025-06-14,1361000,SUCCESS
O-001299,C-00808,2025-06-03,2857000,FAILED
O-001300,C-01289,2025-06-29,3536000,SUCCESS
O-001301,C-00671,2025-06-13,3509000,SUCCESS
O-001302,C-00863,2025-06-23,3463000,SUCCESS
O-001303,C-01498,2025-06-14,2174000,FAILED
O-001304,C-00073,2025-06-23,1352000,SUCCESS
O-001305,C-01432,2025-06-07,3497000,SUCCESS
O-001306,C-00431,2025-06-04,2961000,SUCCESS
O-001307,C-01125,2025-06-07,4157000,SUCCESS
O-001308,C-01910,2025-06-02,3250000,SUCCESS
O-001309,C-01447,2025-06-09,2196000,SUCCESS
O-001310,C-01836,2025-06-10,3223000,SUCCESS
O-001311,C-01726,2025-06-10,3817000,SUCCESS
O-001312,C-00230,2025-06-13,1741000,SUCCESS
O-001313,C-01689,2025-06-21,3688000,SUCCESS
O-001314,C-00755,2025-06-18,2611000,SUCCESS
O-001315,C-01033,2025-06-25,3515000,SUCCESS
O-001316,C-01005,2025-06-30,1906000,SUCCESS
O-001317,C-00870,2025-06-03,4088000,SUCCESS
O-001318,C-00181,2025-06-26,1513000,SUCCESS
O-001319,C-00620,2025-06-10,4774000,SUCCESS
O-001320,C-00496,2025-06-24,2507000,FAILED
O-001321,C-01372,2025-06-27,162000,SUCCESS
O-001322,C-00384,2025-06-15,4591000,SUCCESS
O-001323,C-00638,2025-06-10,1572000,SUCCESS
O-001324,C-00204,2025-06-19,2334000,SUCCESS
O-001325,C-00950,2025-06-18,3832000,SUCCESS
O-001326,C-01280,2025-06-25,1046000,SUCCESS
O-001327,C-01134,2025-06-25,458000,SUCCESS
O-001328,C-01303,2025-06-17,1026000,SUCCESS
O-001329,C-00830,2025-06-25,1456000,SUCCESS
O-001330,C-00515,2025-06-08,3781000,SUCCESS
O-001331,C-00480,2025-06-13,1307000,SUCCESS
O-001332,C-00122,2025-06-03,2760000,SUCCESS
O-001333,C-00079,2025-06-15,3226000,SUCCESS
O-001334,C-01021,2025-06-28,1246000,SUCCESS
O-001335,C-00103,2025-06-17,1611000,SUCCESS
O-001336,C-01978,2025-06-20,3642000,SUCCESS
O-001337,C-00026,2025-06-26,1172000,SUCCESS
O-001338,C-00442,2025-06-12,2624000,FAILED
O-001339,C-01213,2025-06-23,3496000,SUCCESS
O-001340,C-00662,2025-06-21,1048000,SUCCESS
O-001341,C-01138,2025-06-25,4661000,SUCCESS
O-001342,C-01405,2025-06-19,4706000,SUCCESS
O-001343,C-00799,2025-06-24,2203000,SUCCESS
O-001344,C-00969,2025-06-11,4662000,SUCCESS
O-001345,C-01478,2025-06-01,3921000,SUCCESS
O-001346,C-01130,2025-06-01,1521000,SUCCESS
O-001347,C-00577,2025-06-29,2027000,SUCCESS
O-001348,C-00167,2025-06-11,3846000,SUCCESS
O-001349,C-01731,2025-06-09,2292000,SUCCESS
O-001350,C-00324,2025-06-01,978000,SUCCESS
O-001351,C-01344,2025-06-23,1299000,SUCCESS
O-001352,C-01920,2025-06-30,4208000,SUCCESS
O-001353,C-01175,2025-06-24,1993000,SUCCESS
O-001354,C-00703,2025-06-21,3462000,SUCCESS
O-001355,C-01831,2025-06-23,3325000,SUCCESS
O-001356,C-00883,2025-06-25,760000,SUCCESS
O-001357,C-00198,2025-06-16,3851000,SUCCESS
O-001358,C-01348,2025-06-05,3737000,SUCCESS
O-001359,C-00189,2025-06-21,3153000,SUCCESS
O-001360,C-00250,2025-06-04,4199000,SUCCESS
O-001361,C-00084,2025-06-07,3226000,SUCCESS
O-001362,C-01921,2025-06-07,1190000,SUCCESS
O-001363,C-00337,2025-06-27,3208000,SUCCESS
O-001364,C-01298,2025-06-29,1801000,SUCCESS
O-001365,C-01273,2025-06-06,1329000,SUCCESS
O-001366,C-01613,2025-06-21,364000,SUCCESS
O-001367,C-00965,2025-06-30,2829000,SUCCESS
O-001368,C-01165,2025-06-03,4843000,SUCCESS
O-001369,C-00253,2025-06-03,4149000,FAILED
O-001370,C-00323,2025-06-18,106000,SUCCESS
O-001371,C-00695,2025-06-15,3173000,SUCCESS
O-001372,C-00466,2025-06-14,2672000,SUCCESS
O-001373,C-01744,2025-06-21,4876000,SUCCESS
O-001374,C-01885,2025-06-11,3557000,SUCCESS
O-001375,C-00920,2025-06-30,1043000,SUCCESS
O-001376,C-00274,2025-06-04,1643000,SUCCESS
O-001377,C-00495,2025-06-04,892000,SUCCESS
O-001378,C-00145,2025-06-02,1274000,SUCCESS
O-001379,C-00058,2025-06-28,1802000,SUCCESS
O-001380,C-01705,2025-06-24,4887000,SUCCESS
O-001381,C-01503,2025-06-23,3760000,SUCCESS
O-001382,C-00496,2025-06-19,4742000,SUCCESS
O-001383,C-01309,2025-06-18,352000,SUCCESS
O-001384,C-00822,2025-06-17,4769000,SUCCESS
O-001385,C-01854,2025-06-25,320000,SUCCESS
O-001386,C-01106,2025-06-10,2888000,SUCCESS
O-001387,C-00068,2025-06-15,3991000,SUCCESS
O-001388,C-00818,2025-06-25,1283000,SUCCESS
O-001389,C-01795,2025-06-16,4804000,FAILED
O-001390,C-01933,2025-06-15,2008000,SUCCESS
O-001391,C-01361,2025-06-11,678000,SUCCESS
O-001392,C-00506,2025-06-14,2979000,SUCCESS
O-001393,C-00211,2025-06-02,4362000,SUCCESS
O-001394,C-00629,2025-06-02,3398000,SUCCESS
O-001395,C-00054,2025-06-29,4013000,SUCCESS
O-001396,C-00994,2025-06-01,947000,SUCCESS
O-001397,C-01975,2025-06-06,4727000,SUCCESS
O-001398,C-01536,2025-06-23,3285000,SUCCESS
O-001399,C-00194,2025-06-23,4216000,SUCCESS
O-001400,C-01897,2025-06-23,687000,SUCCESS
O-001401,C-01876,2025-06-22,3028000,FAILED
O-001402,C-01055,2025-06-03,1469000,SUCCESS
O-001403,C-00701,2025-06-19,174000,SUCCESS
O-001404,C-00078,2025-06-16,762000,FAILED
O-001405,C-00287,2025-06-03,2524000,SUCCESS
O-001406,C-01128,2025-06-16,4691000,SUCCESS
O-001407,C-00529,2025-06-04,2880000,SUCCESS
O-001408,C-01168,2025-06-24,4280000,SUCCESS
O-001409,C-01205,2025-06-13,271000,SUCCESS
O-001410,C-00739,2025-06-21,949000,SUCCESS
O-001411,C-00776,2025-06-06,168000,SUCCESS
O-001412,C-01743,2025-06-14,1593000,SUCCESS
O-001413,C-01582,2025-06-17,1314000,SUCCESS
O-001414,C-00663,2025-06-21,414000,SUCCESS
O-001415,C-01647,2025-06-06,2539000,FAILED
O-001416,C-00166,2025-06-19,2477000,SUCCESS
O-001417,C-00605,2025-06-03,1929000,SUCCESS
O-001418,C-01372,2025-06-06,2874000,FAILED
O-001419,C-01527,2025-06-19,3274000,SUCCESS
O-001420,C-01416,2025-06-01,1238000,SUCCESS
O-001421,C-01257,2025-06-29,1961000,SUCCESS
O-001422,C-00764,2025-06-16,3591000,SUCCESS
O-001423,C-01689,2025-06-25,2431000,SUCCESS
O-001424,C-01871,2025-06-03,1172000,SUCCESS
O-001425,C-00731,2025-06-16,537000,SUCCESS
O-001426,C-00762,2025-06-05,453000,SUCCESS
O-001427,C-00338,2025-06-24,544000,SUCCESS
O-001428,C-01265,2025-06-09,592000,SUCCESS
O-001429,C-00728,2025-06-08,3545000,SUCCESS
O-001430,C-00106,2025-06-12,3217000,SUCCESS
O-001431,C-00368,2025-06-15,511000,SUCCESS
O-001432,C-00915,2025-06-28,128000,SUCCESS
O-001433,C-01227,2025-06-23,1440000,SUCCESS
O-001434,C-00352,2025-06-06,1506000,FAILED
O-001435,C-01847,2025-06-18,855000,SUCCESS
O-001436,C-01752,2025-06-26,2896000,SUCCESS
O-001437,C-01048,2025-06-22,2596000,SUCCESS
O-001438,C-01403,2025-06-27,1766000,FAILED
O-001439,C-00914,2025-06-22,3267000,SUCCESS
O-001440,C-00548,2025-06-26,4413000,SUCCESS
O-001441,C-01593,2025-06-10,1531000,SUCCESS
O-001442,C-01259,2025-06-18,4171000,SUCCESS
O-001443,C-00778,2025-06-26,2844000,SUCCESS
O-001444,C-00286,2025-06-29,1526000,SUCCESS
O-001445,C-01211,2025-06-20,3395000,SUCCESS
O-001446,C-01215,2025-06-28,1182000,SUCCESS
O-001447,C-01744,2025-06-16,1151000,SUCCESS
O-001448,C-01266,2025-06-23,3877000,SUCCESS
O-001449,C-01437,2025-06-17,521000,FAILED
O-001450,C-00603,2025-06-27,2329000,SUCCESS
O-001451,C-00085,2025-06-22,4366000,SUCCESS
O-001452,C-01117,2025-06-13,4029000,SUCCESS
O-001453,C-01462,2025-06-19,2647000,SUCCESS
O-001454,C-01598,2025-06-26,624000,SUCCESS
O-001455,C-00282,2025-06-04,1601000,SUCCESS
O-001456,C-00443,2025-06-30,618000,FAILED
O-001457,C-00683,2025-06-03,1556000,SUCCESS
O-001458,C-00442,2025-06-06,2964000,SUCCESS
O-001459,C-01834,2025-06-22,424000,SUCCESS
O-001460,C-00452,2025-06-24,2593000,SUCCESS
O-001461,C-00026,2025-06-17,2912000,SUCCESS
O-001462,C-00504,2025-06-07,1313000,FAILED
O-001463,C-01130,2025-06-16,4421000,SUCCESS
O-001464,C-00209,2025-06-28,378000,SUCCESS
O-001465,C-01337,2025-06-26,2260000,SUCCESS
O-001466,C-00688,2025-06-09,2662000,SUCCESS
O-001467,C-00246,2025-06-17,1433000,SUCCESS
O-001468,C-01211,2025-06-23,3149000,SUCCESS
O-001469,C-01184,2025-06-25,2515000,SUCCESS
O-001470,C-01425,2025-06-22,550000,SUCCESS
O-001471,C-01719,2025-06-02,3926000,SUCCESS
O-001472,C-00207,2025-06-02,2513000,SUCCESS
O-001473,C-01981,2025-06-28,739000,FAILED
O-001474,C-00359,2025-06-27,2092000,SUCCESS
O-001475,C-01625,2025-06-02,3664000,SUCCESS
O-001476,C-00584,2025-06-17,274000,SUCCESS
O-001477,C-00916,2025-06-01,1908000,SUCCESS
O-001478,C-01657,2025-06-01,4321000,SUCCESS
O-001479,C-00056,2025-06-21,3421000,SUCCESS
O-001480,C-00095,2025-06-12,3570000,SUCCESS
O-001481,C-01764,2025-06-02,3488000,SUCCESS
O-001482,C-00047,2025-06-12,1149000,SUCCESS
O-001483,C-00731,2025-06-16,4350000,SUCCESS
O-001484,C-01451,2025-06-29,3026000,SUCCESS
O-001485,C-01106,2025-06-24,3564000,SUCCESS
O-001486,C-01055,2025-06-06,3466000,SUCCESS
O-001487,C-01585,2025-06-12,2303000,SUCCESS
O-001488,C-00976,2025-06-17,179000,SUCCESS
O-001489,C-00082,2025-06-18,1797000,SUCCESS
O-001490,C-00374,2025-06-14,2462000,FAILED
O-001491,C-00949,2025-06-22,3659000,SUCCESS
O-001492,C-00563,2025-06-22,4088000,SUCCESS
O-001493,C-00718,2025-06-30,3173000,SUCCESS
O-001494,C-00188,2025-06-02,2792000,SUCCESS
O-001495,C-00210,2025-06-29,560000,SUCCESS
O-001496,C-01548,2025-06-07,856000,SUCCESS
O-001497,C-00446,2025-06-22,3755000,SUCCESS
O-001498,C-00091,2025-06-29,1047000,SUCCESS
O-001499,C-01035,2025-06-14,1538000,SUCCESS
O-001500,C-01671,2025-06-10,1558000,SUCCESS
O-001501,C-00017,2025-06-25,3383000,SUCCESS
O-001502,C-01340,2025-06-28,4652000,SUCCESS
O-001503,C-00897,2025-06-04,2729000,SUCCESS
O-001504,C-01553,2025-06-24,1469000,SUCCESS
O-001505,C-00753,2025-06-19,1193000,SUCCESS
O-001506,C-00636,2025-06-20,3096000,SUCCESS
O-001507,C-00471,2025-06-14,1159000,SUCCESS
O-001508,C-00062,2025-06-18,3405000,SUCCESS
O-001509,C-00563,2025-06-05,296000,SUCCESS
O-001510,C-00388,2025-06-27,4763000,SUCCESS
O-001511,C-01582,2025-06-29,590000,SUCCESS
O-001512,C-01424,2025-06-10,849000,SUCCESS
O-001513,C-01855,2025-06-17,3144000,SUCCESS
O-001514,C-01028,2025-06-09,317000,SUCCESS
O-001515,C-01167,2025-06-06,2053000,FAILED
